codigo;nombre;institucion_nombre;institucion_rut;unidad;direccion;comuna;region;tipo;estado;descripcion;fecha_inicio;fecha_final;fecha_adjudicacion;monto_estimado;unidad_monetaria;proveedores_participantes;adjudicados
4650-13-LE25;OBRAS DE EMERGENCIA MH IGLESIA SAN FCO. DE CURIMON;SERVICIO NACIONAL DEL PATRIMONIO CULTURAL;60.905.000-4;CONSEJO DE MONUMENTOS NACIONALES;Huérfanos N 1515, comuna de Santiago;Santiago;Región Metropolitana de Santiago;LE;cerradas;EJECUCIÓN DE OBRAS DE EMERGENCIA MONUMENTO HISTÓRICO IGLESIA Y CONVENTO DE SAN FRANCISCO DE CURIMÓN, COMUNA DE SAN FELIPE, REGIÓN DE VALPARAÍSO.;2025-03-26T12:36:27.683;2025-04-15T16:00:00;2025-05-07T20:00:00;;CLP;0;0
622-33-LP25;HT DE TRABAJO PROYECTO PORTAL MUNICIPAL E102RT9;TESORERIA GENERAL DE LA REPUBLICA;60.805.000-0;Tesorería General de la República;Amanda Labarca 041 Santiago(Adjuntar copia OC a Fact.);Santiago;Región Metropolitana de Santiago;LP;cerradas;Proveer a la Tesorería General de la República, en adelante indistintamente TGR, un servicio de Horas de Trabajo en adelante HT para dar cumplimiento a los distintos requerimientos asociados al desarrollo de sistemas informáticos para la ejecución de Proyecto Portal Municipal Fase 2.;2025-03-26T12:35:00;2025-04-15T15:05:00;2025-05-05T20:00:00;;CLP;0;0
1057492-43-LQ25;SUMINISTRO DEL SERVICIO DE EXÁMENES DE LABORATORIO;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;61.959.800-8;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;;;Región Metropolitana de Santiago;LQ;cerradas;SUMINISTRO DEL SERVICIO DE EXÁMENES DE LABORATORIO;2025-03-26T11:34:00;2025-04-15T15:00:00;2025-06-16T15:00:00;;CLP;0;0
45-30-LQ25;ARRIENDO DE 17 VEHÍCULOS NIVEL NACIONAL PARA SERVICIO NACIONAL DE CAPACITACIÓN Y EMPLEO;SERVICIO NACIONAL DE CAPACITACION Y EMPLEO;61.531.000-K;Servicio Nacional de Capacitación y Empleo;;;Región Metropolitana de Santiago;LQ;cerradas;El Servicio Nacional de Capacitación y Empleo requiere contratar el servicio de arriendo de diecisiete (17) vehículos para las Direcciones Regionales, por un periodo de 12 meses.;2025-03-26T11:32:44.267;2025-04-15T15:00:00;2025-05-16T20:00:00;269500000;CLP;0;0
1175-47-LP25;Lic. 46.25 Adq. instrumental para Boroa Filulawen;SERVICIO DE SALUD ARAUCANIA SUR;61.607.400-8;Dirección Servicio Salud Araucanía Sur;MANUEL BULNES N 590;Temuco;Región de la Araucanía;LP;cerradas;Se requiere la ADQUISICIÓN DE INSTRUMENTAL CIRUGÍA, GINECOLOGÍA Y OTROS PARA CENTRO DE SALUD INTERCULTURAL BOROA FILULAWEN, nuevo y sin uso. Las características técnicas, se detallan en el ANEXO N3 de las presentes bases. Debe cumplir con todas las características marcadas como obligatorias para que la oferta sea admisible.;2025-03-26T11:57:49.433;2025-04-16T15:30:00;2025-07-15T18:00:00;101780000;CLP;0;0
657-9-O125;REPOSICIÓN PLAZA Y ESPACIO CÍVICO DE PUYUHUAPI;SERVICIO DE VIVIENDA Y URBANIZACION XI REGION;61.823.000-7;SERVIU XI REGION;RAMON FREIRE N 5;Coyhaique;Región Aysén del General Carlos Ibáñez del Campo;O1;cerradas;L.P. N 06-2025 REPOSICIÓN PLAZA Y ESPACIO CÍVICO DE PUYUHUAPI, COMUNA DE CISNES PROGRAMA F.N.D.R. - CODIGO BIP 40046448-0 E102RT9;2025-03-26T12:34:00;2025-04-14T15:15:00;2025-06-30T14:01:00;;CLP;0;0
3697-16-LP25;CTTO. SUM. DE TELAS TEXTILES MENAJE VESTUARIO;I MUNICIPALIDAD DE VICTORIA;69.180.900-5;Adquisiciones;Lagos 680;Victoria;Región de la Araucanía;LP;cerradas;CONTRATO DE SUMINISTRO DE TELAS, TEXTILES PARA EL HOGAR, MENAJE, VESTUARIO Y CALZADO, MUNICIPALIDAD DE VICTORIA AÑO 2025-2027.-;2025-03-26T11:25:30.42;2025-04-15T14:55:00;2025-05-30T21:00:00;100000000;CLP;0;0
1057547-156-LP25;CONV INSUMOS MEDICOS PARA CUIDADOS ASISTENCIALES;SERVICIO DE SALUD VALDIVIA HOSPITAL BASE;61.607.502-0;Bienes y Servicios;Bienes y Servicios;Valdivia;Región de Los Ríos;LP;cerradas;CONVENIO DE INSUMOS MEDICOS PARA CUIDADOS ASISTENCIALES Y EMERGENCIAS CLINICAS DEL HOSPITAL BASE VALDIVIA;2025-03-26T12:34:17.367;2025-04-15T19:00:00;2025-06-24T19:59:00;101000000;CLP;0;0
1175-46-LQ25;Lic. 45.25 Adq. equipos esterilización Boroa;SERVICIO DE SALUD ARAUCANIA SUR;61.607.400-8;Dirección Servicio Salud Araucanía Sur;MANUEL BULNES N 590;Temuco;Región de la Araucanía;LQ;cerradas;Se requiere la ADQUISICIÓN DE EQUIPOS DE ESTERILIZACIÓN PARA CENTRO DE SALUD INTERCULTURAL BOROA FILULAWEN, nuevo y sin uso. Las características técnicas, se detallan en el ANEXO N3 de las presentes bases. Debe cumplir con todas las características marcadas como obligatorias para que la oferta sea admisible.;2025-03-26T11:00:05.783;2025-04-16T15:30:00;2025-07-15T18:00:00;168810790;CLP;0;0
1057539-48-LQ25;SERVICIOS DE CARGA DE HELIO PARA RESONADOR MAGNÉTICO SOLIC N 285;HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI;61.975.100-0;Bienes y Servicios;Los Aromos N 65, Paipote 3;Puerto Montt;Región de los Lagos;LQ;cerradas;Servicios de carga de helio para resonador magnético, así asegurar la carga de helio en el momento oportuno para evitar la detención o la falla del resonador magnético.;2025-03-26T11:36:09.95;2025-04-11T15:00:00;2025-06-20T15:00:00;;CLP;0;0
1058134-37-LP25;SUMINISTRO DE MEDICAMENTO CRIZOTINIB;SERVICIO DE SALUD VALDIVIA HOSPITAL BASE;61.607.502-0;Fármarcos;Bienes y Servicios;Valdivia;Región de Los Ríos;LP;cerradas;SUMINISTRO DE MEDICAMENTO CRIZOTINIB PARA EL HOSPITAL BASE VALDIVIA;2025-03-26T11:00:21.763;2025-04-15T19:01:00;2025-06-24T19:59:00;134000000;CLP;0;0
1057547-155-LP25;CONV SUMI SUTURAS AGUJAS Y DIPOSITIVOS HEMOSTASIA;SERVICIO DE SALUD VALDIVIA HOSPITAL BASE;61.607.502-0;Bienes y Servicios;Bienes y Servicios;Valdivia;Región de Los Ríos;LP;cerradas;CONVENIO SUMINISTRO DE SUTURAS, AGUJAS Y DIPOSITIVOS DE HEMOSTASIA DEL HOSPITAL BASE VALDIVIA;2025-03-26T10:26:27.23;2025-04-15T19:01:00;2025-06-24T19:59:00;105000000;CLP;0;0
5083-8-LP25;CONTRATO DE SUMINISTRO DE INSUMOS PARA CIRUGIA DE COLUMNA CERVICAL;SERVICIO DE SALUD DEL MAULE HOSPITAL DE CURICO;61.606.903-9;Unidad Pròtesis;CHACABUCO 121 CURICO;Curicó;Región del Maule;LP;cerradas;El Hospital San Juan de Dios de Curicó, requiere la realización de un contrato de suministro de insumos para cirugía de columna cervical, a objeto de satisfacer adecuadamente la demanda de estos.;2025-03-26T09:26:57.1;2025-04-15T15:00:00;2025-06-04T17:30:00;;CLP;0;0
1658-97-LQ25;P 47-2025 CONTRATACIÓN DE SEGUROS PARA VEHÍCULOS MENORES Y MAYORES DE LA MUNICIPALIDAD DE TEMUCO;I MUNICIPALIDAD DE TEMUCO;69.190.700-7;I MUNICIPALIDAD DE TEMUCO;Arturo Prat 650;Temuco;Región de la Araucanía;LQ;cerradas;P 47-2025 CONTRATACIÓN DE SEGUROS PARA VEHÍCULOS MENORES Y MAYORES DE LA MUNICIPALIDAD DE TEMUCO;2025-03-26T09:18:19.15;2025-04-15T15:00:00;2025-06-16T17:00:00;5088;CLF;0;0
5083-7-LP25;CONTRATO DE SUMINISTRO DE SISTEMA DE FIJACION CERVICAL POSTERIOR;SERVICIO DE SALUD DEL MAULE HOSPITAL DE CURICO;61.606.903-9;Unidad Pròtesis;CHACABUCO 121 CURICO;Curicó;Región del Maule;LP;cerradas;El Hospital San Juan de Dios de Curicó, requiere la realización de un contrato de suministro de sistema de fijación cervical posterior, a objeto de satisfacer adecuadamente la demanda de estos.;2025-03-26T09:26:31.24;2025-04-15T15:00:00;2025-06-04T17:30:00;;CLP;0;0
3523-9-LQ25;CONTR SEGUROS GRLES NO HABITACIONAL AÑO 2025-2026;COMANDO DE APOYO A LA FUERZA;61.101.045-1;DIVBIE - Jefatura Administración del Patrimonio;Av. Libertador Bernardo O'Higgins N 260 Piso N 6;Santiago;Región Metropolitana de Santiago;LQ;cerradas;CONTRATACIÓN DE SEGUROS GENERALES PARA LA INFRAESTRUCTURA SOCIAL NO HABITACIONAL DE LA DIVBIE, AÑOS 2025-2026 18 MESES, DE LA DIVISIÓN DE BIENESTAR.;2025-03-26T08:07:26.77;2025-04-14T15:00:00;2025-04-28T18:00:00;225000000;CLP;0;0
411-13-LE25;DISEÑO PAVIMENTACIÓN PARTICIPATIVA SAN FÉLIX;ILUSTRE MUNICIPALIDAD DE ALTO DEL CARMEN;69.251.900-0;Departamento Finanzas - D.A.F;Padre Alonso García s/n Alto del Carmen;Alto Del Carmen;Región de Atacama;LE;desiertas;DISEÑO PAVIMENTACIÓN PARTICIPATIVA, SISTEMA DE LOCALIDADES DE SAN FÉLIX, ALTO DEL CARMEN.;2025-03-26T09:10:38.887;2025-04-15T19:54:00;2025-04-25T19:55:00;;CLP;0;0
2080-153-LP25;SUMINISTRO INSUMOS VIA AEREA;SERVICIO DE SALUD DEL LIBERTADOR B O'HIGGINS HOSPITAL REG RANCAGUA;61.602.138-9;Hospital Regional Rancagua - HRR;Avenida Salvador Allende N 350;Rancagua;Región del Libertador General Bernardo OHiggins;LP;cerradas;El objeto de esta Licitación es contar con una adecuada provisión de Suministro Insumos Vía Aérea para el Hospital Dr. Franco Ravera Zunino, durante la vigencia del proceso.;2025-03-26T10:03:39.903;2025-04-14T15:30:00;2025-06-16T19:00:00;;CLP;0;0
622-34-LE25;LICENCIAS ADOBE CREATIVE CLOUD O EQUIVALENTE TÉC.;TESORERIA GENERAL DE LA REPUBLICA;60.805.000-0;Tesorería General de la República;Amanda Labarca 041 Santiago(Adjuntar copia OC a Fact.);Santiago;Región Metropolitana de Santiago;LE;cerradas;La TGR llama a interesados en participar en la licitación pública para la adquisición de licencias ADQUISICIÓN DE LICENCIAS ADOBE CREATIVE CLOUD O EQUIVALENTE TÉCNICO PARA TGR, para lo cual el adjudicatario contará con la información entregada en las Bases Técnicas, y respuestas a las aclaraciones, si las hubiere. REBVISAR BASES Y SU ANEXO N 1 ADJUNTO.;2025-03-26T08:49:00;2025-04-11T12:00:00;2025-04-30T19:30:00;;CLP;0;0
1057498-19-LQ25;COMPRA DE ESTUDIOS DE MMEDICINA NUCLEAR;SERVICIO DE SALUD SUR HOSPITAL SANATORIO EL PINO;61.608.107-1;Bienes y Servicios;Bienes y Servicios;San Bernardo;Región Metropolitana de Santiago;LQ;cerradas;ESTABLECER UNO O MÁS CONVENIOS CON PROVEEDOR PARA LA REALIZACIÓN DE ESTUDIOS DE MEDICINA NUCLEAR QUE CUBRA LA DEMANDA DEL HOSPITAL. DE FORMA DE PRESTAR UNA ATENCIÓN RAPIDA Y EFICIENTE.;2025-03-27T18:37:18.97;2025-04-16T15:01:00;2025-06-30T14:25:00;;CLP;0;0
791766-2-LQ25;Sistema de Alarmas de intrusión a inmuebles;SUBSECRETARIA DE PREVENCION DEL DELITO;61.980.140-7;Programa de Atencion a Victimas;Agustinas 1235, piso 4;Santiago;Región Metropolitana de Santiago;LQ;cerradas;La Subsecretaría de Prevención del Delito requiere contar con un sistema de alarmas de intrusión a inmuebles monitoreado de forma remota para los siguientes Centros de Apoyo a Víctimas distribuidos a lo largo del país, en adelante también CAVD;2025-03-26T07:44:34.94;2025-04-15T16:00:00;2025-06-02T18:00:00;135000000;CLP;0;0
619133-61-LP25;COMPRA DE SERVICIOS DE BIOPSIAS Y CITOLOGÍAS DE ANATOMÍA PATOLÓGICA HOSPITAL SAN CAMILO;SERVICIO SALUD SAN FELIPE LOS ANDES HOSP;61.602.038-2;Hospital San Camilo de San Felipe;AVDA. MIRAFLORES 2085;San Felipe;Región de Arica y Parinacota;LP;cerradas;Las presentes Bases Administrativas rigen el llamado a licitación pública COMPRA EXAMENES DE LABORATORIO PARA HOSPITAL SAN CAMILO, ubicado en Av. Miraflores 2085 San Felipe, Quinta región, aplicando los procedimientos establecidos en la Ley de Compras N 19.886 de la Administración Pública.;2025-03-27T17:14:00;2025-04-16T15:34:00;2025-05-30T15:35:00;;CLP;0;0
634-50-LE25;PERMETRINA PARA ENFERMERÍAS DE UNIDADES PENALES;DIRECCION GENERAL DE GENDARMERIA DE CHIL;61.004.000-4;Dirección Nacional;COMPAÑÍA N1048- piso 10;Santiago;Región Metropolitana de Santiago;LE;cerradas;ADQUISICIÓN DE PERMETRINA PARA ENFERMERÍAS DE UNIDADES PENALES, SEGÚN EXPEDIENTE 179 E102RT9;2025-03-27T17:23:53;2025-04-14T15:30:00;2025-06-03T16:18:00;;CLP;0;0
731-17-LE25;HAB. CASA N10 ÁREA DE INTERVENCIÓN CIPCRC LIMACHE;SERVICIO NACIONAL DE MENORES;61.008.000-6;Ministerio de Justicia - Sename;facturas.abastecimientodn@sename.cl;Santiago Centro;Región de Valparaíso;LE;cerradas;El proyecto contempla una serie de intervenciones para la adecuación de la Casa N10, transformándola en un nuevo espacio de intervención para el Centro. Se considera la reformulación de los espacios con un enfoque más lúdico, reflexivo e introspectivo, la reposición de todos los elementos de terminación, la renovación de artefactos sanitarios según corresponda y la implementación de nuevos puntos eléctricos según sea necesario.;2025-03-27T16:48:41.137;2025-04-16T18:30:00;2025-05-06T18:30:00;;CLP;0;0
838104-11-LE25;CRG ADQUISICIÓN DE TARJETA DE ABASTECIMIENTO;COMANDO DE APOYO A LA FUERZA;73.923.800-5;División de Bienestar ZB Región Metropolitana BSoc;Avda. Neptuno N 097, Villa Militar Oeste, Estación Central;Estación Central;Región Metropolitana de Santiago;LE;cerradas;CRG ADQUISICIÓN DE TARJETA DE ABASTECIMIENTO O PRE-PAGO CANJEABLE PARA PRODUCTOS DE SUPERMERCADO Y COMERCIO ASOCIADO. RECEPCIÓN CR GUAYACÁN: CB2 NICOLAS ESPINOZA SOTO CONSULTAS POR MERCADERÍAS E-MAIL: nicolasespinozacrg@gmail.com FONO: +569 5225 8741 FACTURAR Y DESPACHAR: C.C. 1100080049 FONDOS PAF C.F. 350090 BIENESTAR SOCIAL DEL EJÉRCITO GIRO: HOTELERÍA Y SERVICIOS AFINES RUT.: 73.923.800-5 DIRECCIÓN: CAMINO AL VOLCÁN N. 16825, SAN JOSÉ DE MAIPO;2025-03-27T16:56:57.943;2025-04-14T17:00:00;2025-04-24T17:00:00;;CLP;0;0
5083-18-LP25;CONTRATO DE SUMINISTRO DE LENTES ÓPTICOS Y ESPECIALES PARA EL HOSPITAL SAN JUAN DE DIOS DE CURICÓ;SERVICIO DE SALUD DEL MAULE HOSPITAL DE CURICO;61.606.903-9;Unidad Pròtesis;Chacabuco 121;Curicó;Región del Maule;LP;cerradas;El Hospital San Juan de Dios de Curicó, requiere suscribir CONTRATO DE SUMINISTRO DE LENTES ÓPTICOS Y ESPECIALES, a objeto de satisfacer adecuadamente la demanda del Programa Ges del Establecimiento.;2025-03-27T16:51:47.44;2025-04-11T15:00:00;2025-06-02T17:30:00;305000000;CLP;0;0
838104-13-LE25;CRTC ADQUISICION DE TARJETAS DE ABASTECIMIENTO;COMANDO DE APOYO A LA FUERZA;73.923.800-5;División de Bienestar ZB Región Metropolitana BSoc;Avda. Neptuno N 097, Villa Militar Oeste, Estación Central;Estación Central;Región Metropolitana de Santiago;LE;cerradas;CRTC ADQUISICIÓN DE TARJETAS DE ABASTECIMIENTO O PREPAGO CANJEABLES POR TODO TIPOS DE PRODUCTOS DE SUPERMERCADO PARA CRTC DEPENDIENTE ZBRM.;2025-03-27T16:35:43.603;2025-04-15T18:00:00;2025-04-21T18:00:00;;CLP;0;0
2730-26-LE25;Servicio transporte y alimentación escuela Lingue;I MUNICIPALIDAD DE CASTRO;69.230.400-4;ILUSTRE MUNICIPALIDAD DE CASTRO;BLANCO N273 -Bodega interior.;Castro;Región de los Lagos;LE;cerradas;La Ilustre Municipalidad de Castro, a través de la Dirección de Cultura y Turismo requiere contratar, por línea de contratación, los servicios de transporte y alimentación para alumnos asistentes a la Escuela Patrimonial de Lingue a desarrollarse durante los meses de mayo a noviembre de 2025, por medio de un convenio de suministros. Las dos líneas de licitación son las siguientes: 1. Línea 1: Transporte alumnos de acuerdo al punto 3 de las presentes bases: Especificaciones técnicas de los solicitado 2. Línea 2: Alimentación alumnos consistente en 1 colación por cada uno de acuerdo al punto 3 de las presentes bases: Especificaciones técnicas de los solicitado;2025-03-27T16:40:03.05;2025-04-14T17:33:00;2025-04-18T16:18:00;;CLP;0;0
2455-28-LE25;CONSTRUCCIÓN CIERRE PERIMETRAL EX MUTUAL POLÍGONO;ILUSTRE MUNICIPALIDAD DE QUINTA NORMAL;69.071.000-5;SECRETARIA COMUNAL DE PLANIFICACIÓN;Av. Carrascal 4447, Quinta Normal;Quinta Normal;Región Metropolitana de Santiago;LE;cerradas;El presente certamen licitatorio tiene por finalidad convocar a los interesados, para que presenten sus ofertas para el proyecto denominado CONSTRUCCIÓN DE CIERRE PERIMETRAL EX MUTUAL EL POLÍGONO. La obra y los servicios requeridos se encuentran descritos en las Especificaciones Técnicas de la presente propuesta.;2025-03-27T16:34:05.34;2025-04-14T15:30:00;2025-06-30T18:00:00;8540178;CLP;0;0
2026-49-LP25;SISTEMA DE TRAZABILIDAD DE ESTERILIZACIÓN HPMM;SERVICIO SALUD VINA DEL MAR QUILLOTA;61.606.600-5;Servicio de Salud Viña del Mar - Quillota;Limache 1307 esq. Peñablanca;Viña del Mar;Región de Valparaíso;LP;cerradas;ADQUISICIÓN DE SISTEMA DE TRAZABILIDAD DE ESTERILIZACIÓN PARA HOSPITAL PROVINCIAL MARGA MARGA;2025-03-27T16:27:55.313;2025-04-16T18:00:00;2025-05-22T18:00:00;;CLP;0;0
838104-8-LE25;CMSE ADQUISIION DE TARJETAS DE ABASTECIMIENTO;COMANDO DE APOYO A LA FUERZA;73.923.800-5;División de Bienestar ZB Región Metropolitana BSoc;Avda. Neptuno N 097, Villa Militar Oeste, Estación Central;Estación Central;Región Metropolitana de Santiago;LE;cerradas;CMSE ADQUISICIÓN DE TARJETAS DE ABASTECIMIENTO O PREPAGO CANJEABLE POR TIPOS DE PRODUCTOS DE SUPERMERCADO PARA EL CLUB MILITAR DE SUBOFICIALES DEL EJERCITO, DEPENDIENTE DE LA ZB REGIÓN METROPOLITANA C.C.1100080051;2025-03-27T16:21:51.63;2025-04-14T18:00:00;2025-04-21T18:00:00;;CLP;0;0
4642-22-LE25;Provisión e Instalación de 02 Bombas Sumergibles de Extracción de Aguas Servidas Destinadas al Sistema de Alcantarillado del CMD Viña del Mar;DIRECCION DE LOGISTICA DE CARABINEROS;60.514.000-9;Fondos Hospitales;Valencia Nro. 2430;Ñuñoa;Región Metropolitana de Santiago;LE;cerradas;SOL 2500693 - CDP 210 Provisión e Instalación de 02 Bombas Sumergibles de Extracción de Aguas Servidas, Destinadas al Sistema de Alcantarillado, del CMD Viña del Mar Res Ex 372 del 21.03.2025;2025-03-27T16:10:00;2025-04-11T16:00:00;2025-05-05T17:00:00;;CLP;0;0
2277-17-LP25;SERVICIO DE IMPRESIÓN PERIÓDICO MUNICIPAL 2025;MUNICIPALIDAD DE PUDAHUEL;69.071.100-1;UNIDAD DE LICITACIONES DE PUDAHUEL;SAN PABLO 8444;Pudahuel;Región Metropolitana de Santiago;LP;cerradas;Corresponde a la contratación del servicio de producción e impresión de periódico municipal según se detalla en bases técnicas.;2025-03-27T16:01:44.193;2025-04-15T10:00:00;2025-06-15T19:53:00;;CLP;0;0
3471-19-LP25;CONTRATACIÓN EN LÍNEAS DE ADJUDICACIÓN DE UN SUMINISTRO DE MEDICAMENTOS INYECTABLES PARA EL HOSPITAL DE CARABINEROS POR UN PERIODO DE 24 MESES.;DIRECCION DE LOGISTICA DE CARABINEROS;60.505.723-3;Hospital de Carabineros;Av. Antonio Varas N 2500;Ñuñoa;Región Metropolitana de Santiago;LP;cerradas;La necesidad de contar con la contratación en líneas de adjudicación del suministro de Medicamentos Inyectables, para el Hospital de Carabineros, por un periodo de 24 meses o hasta la total ejecución del presupuesto contratado, pertenecientes al Arsenal de medicamentos Año 2024, con el objeto de contar con los artículos necesarios para dispensar las atenciones médicas en forma oportuna, asegurando un abastecimiento permanente y precios estables. REX N482 DE FECHA 19.03.2025, SOLICITUD SIAC 2500677, CDP NH47.;2025-03-27T16:03:45.573;2025-04-16T16:00:00;2025-06-16T17:30:00;;CLP;0;0
3471-18-LP25;C.S MEDICAMENTOS PSICOTRÓPICOS Y ESTUPEFACIENTES;DIRECCION DE LOGISTICA DE CARABINEROS;60.505.723-3;Hospital de Carabineros;Av. Antonio Varas N 2500;Ñuñoa;Región Metropolitana de Santiago;LP;cerradas;El Hospital de Carabineros General Humberto Arriagada Valdivieso, en adelante el HOSPITAL, llama a licitación pública para la contratación en líneas de adjudicación del Suministro de Medicamentos Psicotrópicos y Estupefacientes, para el Hospital de Carabineros, por un periodo de 24 meses o hasta la total ejecución del presupuesto contratado, cuyas características y requisitos técnicos, constan en estas Bases Administrativas, Técnicas y en sus respectivos Anexos.;2025-03-27T16:03:27.47;2025-04-16T16:00:00;2025-06-16T16:00:00;;CLP;0;0
587-16-LE25;SELICO 75 - SERVICIO REPARACIÓN SELLOS VENTANAS;SUBSECRETARIA DEL MINISTERIO DE LA VIVIENDA Y URBANISMO;61.801.000-7;Ministerio de Vivienda y Urbanismo(766);SERRANO N15;Santiago;Región Metropolitana de Santiago;LE;cerradas;Contratar el servicio de obras destinadas a la reparación de sellos de ventana del Edificio de Bienestar del MINVU, con el propósito de evitar filtraciones hacia el interior de la dependencia.;2025-03-27T15:57:51.283;2025-04-15T15:10:00;2025-05-30T19:00:00;20000000;CLP;0;0
1736-21-LQ25;Servicio de arriendo de 5 vehículos;I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE;69.255.300-4;I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE;JAVIERA CARRERA 736;El Bosque;Región Metropolitana de Santiago;LQ;cerradas;Contratar, para la Dirección de Salud, el servicio de arriendo de 5 vehículos para el transporte de carga y pasajeros, con conductor y combustible, por 36 meses, en las condiciones fijadas en las Bases Técnicas.;2025-03-27T15:34:00.7;2025-04-16T15:30:00;2025-05-26T17:30:00;;CLP;0;0
1505-4-O125;CONSERVACIÓN DE CAUCE CON MAQUINARIA VARIOS ESTERO;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;61.202.000-0;Dirección de Obras Hidráulicas - VI Región;Cuevas N 530;Rancagua;Región del Libertador General Bernardo OHiggins;O1;cerradas;CONSERVACIÓN DE CAUCE CON MAQUINARIA VARIOS ESTEROS, SECTORES DE LA PULPERÍA, RAPEL, MATANZA, RARÍN, SAN PEDRO DE ALCANTARA, LA QUESERÍA, PAREDONES, COMUNAS DE NAVIDAD Y PAREDONES, REGIÓN DE OHIGGINS 03-2025;2025-03-27T15:37:00;2025-04-15T09:30:00;2025-06-02T17:00:00;;CLP;0;0
1797-9-LE25;SERVICIOS DE PRESTACIÓNES DE APOYO EN EL ÁREA DE OTORRINO PARA EL PROGRAMA DE SERVICIOS MÉDICOS DE LA DIRECCIÓN REGIONAL COQUIMBO JUNAEB AÑO 2025 2026;JUNTA NACIONAL DE AUXILIO ESCOLAR Y BECA;60.908.000-0;Junaeb Región de Coquimbo;REGIMIENTO COQUIMBO N989.;Coquimbo;Región de Coquimbo;LE;cerradas;Contratar las prestaciones de apoyo necesarias para avanzar en el tratamiento y control de las patologías en el área de otorrino a realizarse en las comunas urbanas y rurales a nivel regional para los beneficiarios del Programa de Servicios Médicos de la Junta Nacional de Auxilio Escolar y Becas, para los años 2025-2026.;2025-03-27T15:55:22.813;2025-04-11T15:00:00;2025-05-05T18:00:00;25570400;CLP;0;0
1505-6-O125;CONSERVACIÓN DE CAUCE CON MAQUINARIA RÍO PEUCO, SE;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;61.202.000-0;Dirección de Obras Hidráulicas - VI Región;Cuevas N 530;Rancagua;Región del Libertador General Bernardo OHiggins;O1;cerradas;CONSERVACIÓN DE CAUCE CON MAQUINARIA RÍO PEUCO, SECTOR PILAYCITO, COMUNA DE SAN FRANCISCO DE MOSTAZAL. REGIÓN DE OHIGGINS 04-2025;2025-03-27T16:04:00;2025-04-15T14:30:00;2025-06-30T17:00:00;;CLP;0;0
1561-5-LE25;Servicio de mantención y recarga de extintores;DIRECCION GENERAL DEL CREDITO PRENDARIO;61.504.000-2;Dirección General;dicreprecepcion@custodium.com;Santiago;Región Metropolitana de Santiago;LE;cerradas;Contratación del Servicio de Mantención y Recarga de Extintores para la Dirección General del Crédito Prendario por líneas;2025-03-27T15:50:38.97;2025-04-11T15:01:00;2025-06-03T18:00:00;;CLP;0;0
931-8-LQ25;Suministro e Instalación piso deportivo G.Artistic;INSTITUTO NACIONAL DE DEPORTES DE CHILE;61.107.000-4;I.N.D. REGION IV;SUBIDA SAN JOAQUIN N 1784;La Serena;Región de Coquimbo;LQ;cerradas;SUMINISTRO E INSTALACION DE PISO DEPORTIVO GIMNASIA ARTISTICA PARA GIMNASIO N1, CENDYR LA SERENA;2025-03-27T15:31:00;2025-04-16T18:56:00;2025-04-17T15:57:00;;CLP;0;0
1966-7-LQ25;APRUEBA BASES ADMINISTRATIVAS BASES TÉCNICAS Y FORMULARIOS PARA LA LICITACIÓN PÚBLICA DEL CONTRATO SERVICIO DE ORGANIZACIÓN DE TALLERES PARA OPERADORES DE SERVICIOS SANITARIOS RURALES REGIÓN DE ARICA Y PARINACOTA.;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;61.202.000-0;Dirección de Obras Hidráulicas- XV Región Adquisiciones;Prat 305 2 piso Arica;Arica;Región de Arica y Parinacota;LQ;cerradas;APRUEBA BASES ADMINISTRATIVAS, BASES TÉCNICAS Y FORMULARIOS PARA LA LICITACIÓN PÚBLICA DEL CONTRATO SERVICIO DE ORGANIZACIÓN DE TALLERES PARA OPERADORES DE SERVICIOS SANITARIOS RURALES, REGIÓN DE ARICA Y PARINACOTA.;2025-03-27T15:39:01.573;2025-04-14T15:00:00;2025-04-25T15:00:00;57142857;CLP;0;0
